EMP_ID,PAY_YEAR,BASIC_PAY,REGULAR_ALLOWANCE,VARIABLE_PAY,TOTAL_PAY,VARIABLE_PAY_RATIO,YOY_GROWTH
E00125,2026,8216668,400000,0,8616668,0.0,130.0
E00126,2024,23700000,2725233,7838420,34263653,22.88,0.0
E00126,2025,48600000,5556197,7619997,61776194,12.33,4.72
E00126,2026,8766668,570406,0,9337074,0.0,72.4
E00127,2020,60200010,5505345,13421834,79127189,16.96,0.0
E00127,2021,60800004,2181441,21074062,84055507,25.07,6.52
E00127,2022,65400000,2503854,17863746,85767600,20.83,2.04
E00127,2023,68000004,3740115,33810352,105550471,32.03,23.07
E00127,2024,78200004,3527978,30135480,111863462,26.94,5.69
E00127,2025,84200004,4074456,10814514,99088974,10.91,-11.18
E00127,2026,14550000,450474,0,15000474,0.0,72.67
E00128,2020,66300012,5716007,11026883,83042902,13.28,0.0
E00128,2021,75000006,4007965,21168970,100176941,21.13,20.96
E00128,2022,79400004,2937291,19517936,101855231,19.16,1.68
E00128,2023,81300000,3202325,25867268,110369593,23.44,8.36
E00128,2024,84600000,4371699,24118944,113090643,21.33,2.19
E00128,2025,89800008,4203731,21327833,115331572,18.49,2.26
E00128,2026,17000000,473206,0,17473206,0.0,72.81
E00130,2020,42900012,5451418,8062952,56414382,14.29,0.0
E00130,2021,46800000,3851806,14523844,65175650,22.28,15.85
E00130,2022,48800004,3813702,16201870,68815576,23.54,5.58
E00130,2023,53000004,5376589,17609024,75985617,23.17,10.42
E00130,2024,53400000,10709388,18067944,82177332,21.99,7.85
E00130,2025,5123811,589891,2000000,7713702,25.93,-1.84
E00131,2021,12833334,400000,1965867,15199201,12.93,0.0
E00131,2022,38900004,2088397,13315480,54303881,24.52,35.08
E00131,2023,41900004,3189411,14451446,59540861,24.27,9.64
E00131,2024,46200000,3497956,10689986,60387942,17.7,1.15
E00131,2025,46700004,3132275,8922428,58754707,15.19,-2.44
E00131,2026,8066668,452108,0,8518776,0.0,65.38
E00132,2020,56000016,1200000,13945288,71145304,19.6,0.0
E00132,2021,59800014,1200000,18875994,79876008,23.63,12.58
E00132,2022,64000008,2226507,20310532,86537047,23.47,8.34
E00132,2023,67000008,3943465,22540888,93484361,24.11,8.03
E00132,2024,67500000,3409953,19459332,90369285,21.53,-3.6
E00132,2025,11350000,510653,0,11860653,0.0,-18.58
E00134,2021,5244446,121017,890690,6256153,14.24,0.0
E00134,2022,48000000,1975134,15892518,65867652,24.13,47.11
E00134,2023,52100004,4001160,29749288,85850452,34.65,30.34
E00134,2024,54700008,7657001,21892310,84249319,25.99,-2.13
E00134,2025,34516130,6544261,1000000,42060391,2.38,-12.57
E00135,2024,3675000,270336,1979189,5924525,33.41,0.0
E00135,2025,44300004,3080951,11041932,58422887,18.9,16.17
E00135,2026,7450000,443221,0,7893221,0.0,54.1
E00136,2025,48300003,4831291,6740267,59871561,11.26,0.0
E00136,2026,10983334,400000,0,11383334,0.0,71.71
E00137,2020,53300016,2343712,11407870,67051598,17.01,0.0
E00137,2021,56500002,1200000,22587720,80287722,28.13,20.07
E00137,2022,62700000,2426251,20434184,85560435,23.88,6.57
E00137,2023,64100004,2918212,22220806,89239022,24.9,4.3
E00137,2024,40064517,1400000,0,41464517,0.0,-24.96
E00138,2025,16433336,1258033,4343211,22034580,19.71,0.0
E00138,2026,8433334,400000,0,8833334,0.0,70.38
E00139,2021,29000004,2174363,10466652,41641019,25.14,0.0
E00139,2022,45100008,6128997,10663334,61892339,17.23,5.06
E00139,2023,27473388,4791535,0,32264923,0.0,-6.73
E00140,2020,45600012,1200000,9380695,56180707,16.7,0.0
E00140,2021,46300014,1200000,18941288,66441302,28.51,18.59
E00140,2022,52200000,2291178,18915064,73406242,25.77,10.48
E00140,2023,57100008,5693017,20087148,82880173,24.24,12.91
E00140,2024,61100004,6382951,17959958,85442913,21.02,2.81
E00140,2025,64000008,6016049,10460984,80477041,13.0,-5.55
E00140,2026,11516668,400000,0,11916668,0.0,68.9
E00141,2020,12866670,400000,2834382,16101052,17.6,0.0
E00141,2021,40200012,1200000,12282758,53682770,22.88,12.36
E00141,2022,42800004,1919336,14108136,58827476,23.98,9.58
E00141,2023,45700008,3183552,24932196,73815756,33.78,25.48
E00141,2024,50800008,5389453,18351898,74541359,24.62,0.71
E00141,2025,53100000,5529551,10745917,69375468,15.49,-6.68
E00141,2026,9150000,400000,0,9550000,0.0,57.01
E00143,2023,2741667,201640,1014532,3957839,25.63,0.0
E00143,2024,33300000,3004154,12037466,48341620,24.9,86.88
E00143,2025,34400004,4360392,5645460,44405856,12.71,-7.89
E00143,2026,6083334,464766,0,6548100,0.0,68.2
E00144,2023,39783337,2946282,22572074,65301693,34.57,0.0
E00144,2024,45400008,3047187,16287864,64735059,25.16,-1.68
E00144,2025,48800004,3219674,8245761,60265439,13.68,-6.65
E00144,2026,8700000,400000,0,9100000,0.0,72.23
E00145,2020,51500016,1200000,12068477,64768493,18.63,0.0
E00145,2021,53800002,1200000,17263332,72263334,23.89,11.88
E00145,2022,56600004,2038970,15461978,74100952,20.87,2.54
E00145,2023,58300008,3448401,19438800,81187209,23.94,9.56
E00145,2024,58300008,12577491,20886322,91763821,22.76,12.72
E00145,2025,159678,0,1000000,1159678,86.23,362.54
E00146,2022,45300000,2347457,12991728,60639185,21.42,0.0
E00146,2023,48500004,3275579,15573696,67349279,23.12,11.07
E00146,2024,49100004,3686281,15167982,67954267,22.32,0.62
E00146,2025,47806456,9667960,0,57474416,0.0,-12.31
E00147,2020,26033337,2540907,5696764,34271008,16.62,0.0
E00147,2021,44700012,2975572,10418012,58093596,17.93,-0.15
E00147,2022,46100004,1977563,18647150,66724717,27.95,14.86
E00147,2023,51600000,3525457,24614478,79739935,30.87,19.51
E00147,2024,56000004,3201616,19788922,78990542,25.05,-1.21
E00147,2025,61600008,3826443,12428664,77855115,15.96,-1.17
E00147,2026,11016668,432945,0,11449613,0.0,67.74
E00148,2020,33111832,700000,0,33811832,0.0,0.0
E00149,2025,3915000,251029,0,4166029,0.0,0.0
E00150,2020,58400010,1200000,10096772,69696782,14.49,0.0
E00150,2021,62100000,1200000,15629176,78929176,19.8,13.56
E00150,2022,70700004,1698966,15729734,88128704,17.85,11.66
E00150,2023,32300000,1000000,0,33300000,0.0,-9.86
E00151,2023,7083334,565648,3450433,11099415,31.09,0.0
E00151,2024,43300008,3151897,17619510,64071415,27.5,41.95
E00151,2025,46200000,3114779,13521142,62835921,21.52,-1.66
E00151,2026,7983334,400000,0,8383334,0.0,52.18
E00152,2023,33916674,3939753,12036008,49892435,24.12,0.0
E00152,2024,37000008,7488316,10201058,54689382,18.65,7.82
E00152,2025,10126667,2178974,0,12305641,0.0,-15.97
E00153,2020,47400012,6365687,7260400,61026099,11.9,0.0
E00153,2021,52200000,4628419,12910922,69739341,18.51,14.59
E00153,2022,57800004,2084431,13595626,73480061,18.5,5.36
E00153,2023,29528893,1200000,0,30728893,0.0,-13.76
E00155,2020,63100008,7619173,11455184,82174365,13.94,0.0
E00155,2021,68400000,4469887,28557322,101427209,28.16,23.77
E00155,2022,78500004,4842541,26073214,109415759,23.83,7.88
E00155,2023,83400000,7606474,40214992,131221466,30.65,19.93
E00155,2024,85200000,7558654,26650000,119408654,22.32,-9.25
E00155,2025,87000000,8644026,17432707,113076733,15.42,-5.04
E00155,2026,15216668,400000,0,15616668,0.0,57.53
E00156,2023,7183334,592484,1920175,9695993,19.8,0.0
E00156,2024,44300004,5702583,10315870,60318457,17.1,54.67
E00156,2025,46600008,3385728,6255289,56241025,11.12,-6.5
E00156,2026,7883334,400000,0,8283334,0.0,67.99
E00157,2020,65400012,6345530,11560337,83305879,13.88,0.0
E00157,2021,75000006,4404878,26042508,105447392,24.7,26.93
E00157,2022,82000008,2558523,25425060,109983591,23.12,4.3
E00157,2023,86300004,4359653,36110352,126770009,28.48,15.26
E00157,2024,88600008,4213164,31624846,124438018,25.41,-2.11
E00157,2025,11700000,200000,0,11900000,0.0,-16.67
E00158,2020,9861115,300000,1858524,12019639,15.46,0.0
E00158,2021,36200016,1200000,11193588,48593604,23.04,24.05
E00158,2022,38400000,1737072,12981634,53118706,24.44,9.31
E00158,2023,40700004,3284891,22384246,66369141,33.73,24.94
E00158,2024,43400004,3222858,16170644,62793506,25.75,-5.65
E00158,2025,45800004,3357390,7878713,57036107,13.81,-8.92
E00158,2026,7966668,462422,0,8429090,0.0,68.57
E00159,2022,18524733,2826209,0,21350942,0.0,0.0
E00160,2024,50600004,5153524,18037710,73791238,24.44,0.0
E00160,2025,53600004,5204011,9911505,68715520,14.42,-6.62
E00160,2026,9316668,400000,0,9716668,0.0,61.29
E00163,2025,6433334,502736,2260341,9196411,24.58,0.0
E00163,2026,6600000,400000,0,7000000,0.0,111.7
E00164,2021,18444448,500000,2205246,21149694,10.43,0.0
E00164,2022,41700000,1766571,13471874,56938445,23.66,13.59
E00164,2023,45600000,3281377,21850982,70732359,30.89,24.23
E00164,2024,50000004,3347012,18231222,71578238,25.47,0.92
E00164,2025,50500008,3365021,10239905,64104934,15.97,-10.2
E00164,2026,8833334,400000,0,9233334,0.0,64.29
E00166,2020,72700002,5422517,17764710,95887229,18.53,0.0
E00166,2021,75900006,3620957,17931620,97452583,18.4,1.91
E00166,2022,81600000,2968335,20923644,105491979,19.83,8.25
E00166,2023,83500008,4053884,28193464,115747356,24.36,9.72
E00166,2024,90300000,3639477,36279578,130219055,27.86,12.2
E00166,2025,95100000,4279841,17240657,116620498,14.78,-10.2
E00166,2026,16616668,400000,0,17016668,0.0,66.43
E00167,2020,21150000,2196230,5576669,28922899,19.28,0.0
E00167,2021,44200008,2487708,14159838,60847554,23.27,17.01
E00167,2022,47400000,2232415,14430276,64062691,22.53,5.28
E00167,2023,49700004,11561403,21439742,82701149,25.92,29.09
E00167,2024,438710,0,0,438710,0.0,-35.46
E00168,2020,92300004,11197201,16748993,120246198,13.93,0.0
E00168,2021,94700016,6853861,23672844,125226721,18.9,4.43
E00168,2022,43725000,2690098,0,46415098,0.0,-18.5
E00170,2020,64400004,7368408,13883156,85651568,16.21,0.0
E00170,2021,71700012,5635902,24965336,102301250,24.4,19.77
E00170,2022,72400008,4451504,26571380,103422892,25.69,1.1
E00170,2023,80400000,13713272,36872868,130986140,28.15,26.65
E00170,2024,26293891,4274051,0,30567942,0.0,-20.39
E00171,2020,43700004,1200000,8284081,53184085,15.58,0.0
E00171,2021,46300014,1200000,16080010,63580024,25.29,19.87
E00171,2022,52600008,2398612,19929956,74928576,26.6,17.85
E00171,2023,60400008,3569837,22630294,86600139,26.13,15.58
E00171,2024,64200000,3526360,19216296,86942656,22.1,0.12
E00171,2025,68300004,4530307,11232566,84062877,13.36,-3.05
E00171,2026,11950000,410721,0,12360721,0.0,67.72
E00172,2022,11125002,315970,1407600,12848572,10.96,0.0
E00172,2023,45200004,4609476,14259258,64068738,22.26,27.05
E00172,2024,43067500,2000000,0,45067500,0.0,-21.24
E00173,2020,48200004,4417563,11641119,64258686,18.12,0.0
E00173,2021,49100004,3119629,16956196,69175829,24.51,7.95
E00173,2022,53100000,3315188,17197928,73613116,23.36,6.41
E00173,2023,56600004,5112679,24232440,85945123,28.2,16.75
E00173,2024,59700000,5735542,23484994,88920536,26.41,3.18
E00173,2025,67900008,6168706,10775640,84844354,12.7,-4.32
E00173,2026,12000000,400000,0,12400000,0.0,66.7
E00174,2020,43400016,5235551,8501894,57137461,14.88,0.0
E00174,2021,44400006,2943505,11483202,58826713,19.52,3.24
E00174,2022,10168013,417069,0,10585082,0.0,-19.91
E00175,2022,19125000,980429,2716837,22822266,11.9,0.0
E00175,2023,46700004,3323143,14317902,64341049,22.25,19.72
E00175,2024,48400008,3362060,15438010,67200078,22.97,4.16
E00175,2025,51600000,3259526,11903448,66762974,17.83,-0.38
E00175,2026,8866668,419092,0,9285760,0.0,58.64
E00176,2020,46700010,2597613,8241484,57539107,14.32,0.0
E00176,2021,16071690,415999,0,16487689,0.0,-15.42
E00177,2020,63700002,5486595,11125196,80311793,13.85,0.0
E00177,2021,68000004,2508252,23202126,93710382,24.76,17.0
E00177,2022,74100000,2759295,26207340,103066635,25.43,9.98
E00177,2023,82700004,3981154,36190050,122871208,29.45,19.22
E00177,2024,91800000,3654572,36170720,131625292,27.48,6.83
E00177,2025,104200008,4132558,24547754,132880320,18.47,1.23
E00177,2026,18933334,515505,0,19448839,0.0,66.95
E00178,2021,26533344,2000304,8774672,37308320,23.52,0.0
E00178,2022,39784955,1200000,0,40984955,0.0,-18.29
E00179,2020,44000010,4169912,9071010,57240932,15.85,0.0
E00179,2021,46700010,3650841,15946554,66297405,24.05,16.14
E00179,2022,50200008,3731529,18299276,72230813,25.33,8.95
E00179,2023,55700004,5610872,24539016,85849892,28.58,18.85
E00179,2024,57800004,5700335,18106598,81606937,22.19,-5.2
E00179,2025,64700004,5095899,15652736,85448639,18.32,4.99
E00179,2026,11183334,400000,0,11583334,0.0,54.62
E00180,2020,53800002,5832220,9482954,69115176,13.72,0.0
E00180,2021,61800012,4594029,19133756,85527797,22.37,24.09
E00180,2022,70400004,6196878,16115950,92712832,17.38,8.4
E00180,2023,41309413,3727409,0,45036822,0.0,-10.45
E00181,2022,6683334,389870,759116,7832320,9.69,0.0
E00181,2023,40500000,3927164,15889234,60316398,26.34,30.81
E00181,2024,41900004,3819265,15327638,61046907,25.11,0.93
E00181,2025,45300000,3226386,8484384,57010770,14.88,-6.36
E00181,2026,7866668,400000,0,8266668,0.0,65.39
E00182,2022,2725000,114017,339468,3178485,10.68,0.0
E00182,2023,32260484,2993933,1000000,36254417,2.76,7.73
E00183,2020,90000000,5558558,18763534,114322092,16.41,0.0
E00183,2021,102100014,3086912,33558464,138745390,24.19,21.7
E00183,2022,113600004,2925782,32772042,149297828,21.95,7.61
E00183,2023,118300008,4601664,36373790,159275462,22.84,6.68
E00183,2024,131800008,4670249,40947724,177417981,23.08,11.09
E00183,2025,142500000,5526472,37288737,185315209,20.12,4.74
E00183,2026,24766668,457770,0,25224438,0.0,55.26
E00184,2022,16000000,1155513,2402020,19557533,12.28,0.0
E00184,2023,49400004,4920731,23815370,78136105,30.48,48.86
E00184,2024,53800008,4991942,22774658,81566608,27.92,4.11
E00184,2025,58000008,5287285,16273569,79560862,20.45,-2.19
E00184,2026,9783334,443302,0,10226636,0.0,46.61
E00187,2020,43700004,3773461,10481123,57954588,18.09,0.0
E00187,2021,46600002,3640545,12990272,63230819,20.54,9.4
E00187,2022,47500008,3433029,14203354,65136391,21.81,3.01
E00187,2023,50900004,4751804,25218258,80870066,31.18,24.15
E00187,2024,54900000,5109987,19019058,79029045,24.07,-2.54
E00187,2025,59100000,5420253,9573927,74094180,12.92,-5.99
E00187,2026,11133334,587555,0,11720889,0.0,80.43
E00189,2020,64900008,5957243,12327388,83184639,14.82,0.0
E00189,2021,70100010,4957550,29324482,104382042,28.09,25.83
E00189,2022,80600004,2325368,25720428,108645800,23.67,4.08
E00189,2023,27787500,800000,0,28587500,0.0,-17.91
E00190,2020,26033337,2809664,4602279,33445280,13.76,0.0
E00190,2021,33833346,5751409,0,39584755,0.0,-5.81
E00191,2022,3425000,106965,662587,4194552,15.8,0.0
E00191,2023,41400000,3167216,14087552,58654768,24.02,64.74
E00191,2024,42000000,2892785,11681128,56573913,20.65,-3.81
E00191,2025,3320968,209767,0,3530735,0.0,-21.24
E00192,2020,71300016,1200000,17812546,90312562,19.72,0.0
E00192,2021,80600004,1200000,26424424,108224428,24.42,20.16
E00192,2022,88500000,3317283,25893668,117710951,22.0,8.77
E00192,2023,91400004,3973476,40094890,135468370,29.6,15.09
E00192,2024,96400008,4425687,34525024,135350719,25.51,-0.36
E00192,2025,100900008,3527504,25862938,130290450,19.85,-3.47
E00192,2026,19016668,496677,0,19513345,0.0,70.83
E00193,2020,70900002,6143261,14248724,91291987,15.61,0.0
E00193,2021,77000004,3994228,21413178,102407410,20.91,12.48
E00193,2022,81800004,3002038,24038620,108840662,22.09,6.28
E00193,2023,89300004,4051279,33569888,126921171,26.45,16.61
E00193,2024,93300000,3912227,37650220,134862447,27.92,5.97
E00193,2025,102800004,4199421,20987492,127986917,16.4,-4.84
E00193,2026,19033334,517253,0,19550587,0.0,74.24
E00194,2025,22000000,1954231,4838228,28792459,16.8,0.0
E00194,2026,9283334,400000,0,9683334,0.0,65.0
E00196,2020,44100000,1361485,7014570,52476055,13.37,0.0
E00196,2021,495700,0,0,495700,0.0,-42.38
E00197,2020,53000010,1200000,8197844,62397854,13.14,0.0
E00197,2021,60100002,1200000,20171424,81471426,24.76,30.93
E00197,2022,62300004,1950203,20620388,84870595,24.3,4.17
E00197,2023,71400000,3723102,25411750,100534852,25.28,18.46
E00197,2024,75600000,3779847,24305578,103685425,23.44,2.85
E00197,2025,80700000,4447331,19928795,105076126,18.97,1.62
E00197,2026,14883334,400000,0,15283334,0.0,65.9
E00198,2020,63500004,1200000,10219475,74919479,13.64,0.0
E00198,2021,68000004,1200000,24036254,93236258,25.78,24.79
E00198,2022,72400008,2700421,26252652,101353081,25.9,8.71
E00198,2023,83000004,4506502,27296244,114802750,23.78,13.27
E00198,2024,89200008,4486899,29325024,123011931,23.84,6.86
E00198,2025,95300004,3859167,19079292,118238463,16.14,-3.62
E00198,2026,18616668,469034,0,19085702,0.0,84.12
E00199,2024,18166670,1409419,2580344,22156433,11.65,0.0
E00199,2025,44500008,2846264,8356941,55703213,15.0,23.29
E00199,2026,7750000,400000,0,8150000,0.0,66.89
E00200,2020,42500016,1200000,9042918,52742934,17.15,0.0
E00200,2021,44200008,1200000,19558058,64958066,30.11,23.5
E00200,2022,48400008,2067975,22040598,72508581,30.4,11.62
E00200,2023,54000000,3255362,30482360,87737722,34.74,21.0
E00200,2024,59500008,3432040,23917232,86849280,27.54,-1.28
E00200,2025,62100000,3724101,10176283,76000384,13.39,-12.25
E00200,2026,10716668,455122,0,11171790,0.0,67.67
E00202,2023,27066672,2597380,9992848,39656900,25.2,0.0
E00202,2024,38576667,2200000,0,40776667,0.0,-16.44
E00203,2020,19733336,1568371,4700132,26001839,18.08,0.0
E00203,2021,44700012,1537747,11369422,57607181,19.74,2.58
E00203,2022,5156250,100000,0,5256250,0.0,-12.36
E00204,2020,11083335,746026,2263188,14092549,16.06,0.0
E00204,2021,41200002,3967849,11790686,56958537,20.7,19.59
E00204,2022,42900000,2773329,11023544,56696873,19.44,-0.46
E00204,2023,45000000,3669921,23379614,72049535,32.45,27.08
E00204,2024,49700004,3300191,22135668,75135863,29.46,4.0
E00204,2025,53100000,3314678,14625455,71040133,20.59,-5.19
E00204,2026,9466668,400000,0,9866668,0.0,58.42
E00206,2021,27466668,1648510,7827136,36942314,21.19,0.0
E00206,2022,10120162,723785,0,10843947,0.0,-6.48
E00207,2020,15611116,300000,0,15911116,0.0,0.0
E00208,2020,50600016,3459661,7909756,61969433,12.76,0.0
E00208,2021,57500010,2459871,24563156,84523037,29.06,36.77
E00208,2022,65200008,2396518,20831576,88428102,23.56,4.62
E00208,2023,68100000,3918594,17146060,89164654,19.23,0.83
E00208,2024,71200008,3554766,19531532,94286306,20.72,5.46
E00208,2025,77700000,3978486,12460312,94138798,13.24,0.12
E00208,2026,14000000,425120,0,14425120,0.0,74.78
E00210,2021,45033338,2013799,12727798,59774935,21.29,0.0
E00210,2022,59500008,2612830,15063394,77176232,19.52,5.77
E00210,2023,7119049,342468,0,7461517,0.0,-17.93
E00211,2020,64100016,4878016,12061326,81039358,14.88,0.0
E00211,2021,70100010,2782494,18036358,90918862,19.84,12.5
E00211,2022,18795701,300000,0,19095701,0.0,-13.86
E00212,2025,12533336,910949,3398848,16843133,20.18,0.0
E00212,2026,6450000,419675,0,6869675,0.0,78.44
E00213,2022,8750000,205758,1374948,10330706,13.31,0.0
E00213,2023,53500008,3365277,21146586,78011871,27.11,59.3
E00213,2024,58600008,3379039,19091720,81070767,23.55,3.64
E00213,2025,64500000,2927222,14777036,82204258,17.98,1.68
E00213,2026,11600000,400000,0,12000000,0.0,66.51
E00215,2020,53000010,4471704,13233228,70704942,18.72,0.0
E00215,2021,56200014,3368776,23336774,82905564,28.15,17.58
E00215,2022,63100008,2144759,21776204,87020971,25.02,4.96
E00215,2023,69300000,4151874,22149802,95601676,23.17,9.86
E00215,2024,73900008,3977909,18225198,96103115,18.96,0.25
E00215,2025,78400008,4097421,12458300,94955729,13.12,-0.92
E00215,2026,13316668,400000,0,13716668,0.0,64.77
E00218,2020,44000010,5491464,8928934,58420408,15.28,0.0
E00218,2021,46200006,3530941,14364294,64095241,22.41,10.01
E00218,2022,49300008,2603586,17102220,69005814,24.78,7.66
E00218,2023,52600008,5045226,21245358,78890592,26.93,14.32
E00218,2024,59300004,5825575,18474874,83600453,22.1,5.68
E00218,2025,65700000,6835159,10695535,83230694,12.85,-0.17
E00218,2026,11583334,400000,0,11983334,0.0,64.22
E00219,2021,7600002,246974,1079840,8926816,12.1,0.0
E00219,2022,46100004,2010189,10500122,58610315,17.92,15.12
E00219,2023,49700004,3317533,24384014,77401551,31.5,32.06
E00219,2024,53000004,3494695,16767160,73261859,22.89,-5.61
E00219,2025,55500000,3667500,10310032,69477532,14.84,-4.91
E00219,2026,9866668,415934,0,10282602,0.0,68.81
E00220,2020,4733334,100000,1294638,6127972,21.13,0.0
E00220,2021,43100010,1200000,13437098,57737108,23.27,16.16
E00220,2022,44400000,1843102,12617840,58860942,21.44,1.95
E00220,2023,47200008,3324536,22498120,73022664,30.81,24.06
E00220,2024,49000008,3362740,17337936,69700684,24.87,-4.81
E00220,2025,55400004,3987169,8968777,68355950,13.12,-1.66
